code_module,code_presentation,id_student,gender,region,highest_education,final_result,module_presentation_length,days_studied,activities_engaged,total_clicks,assessments_completed,average_assessment_score
DDD,2013J,122739,M,Yorkshire Region,A Level or Equivalent,Fail,261,48.0,247.0,526.0,0.7142857142857143,40.6
DDD,2013J,123497,M,East Anglian Region,A Level or Equivalent,Fail,261,35.0,212.0,497.0,0.2857142857142857,75.5
DDD,2013J,123598,M,Scotland,A Level or Equivalent,Distinction,261,77.0,437.0,806.0,0.8571428571428571,75.0
DDD,2013J,123957,F,North Western Region,Lower Than A Level,Withdrawn,261,57.0,249.0,609.0,0.42857142857142855,61.0
DDD,2013J,124006,F,Scotland,A Level or Equivalent,Pass,261,41.0,322.0,734.0,0.8571428571428571,66.33333333333333
DDD,2013J,124387,M,Scotland,Post Graduate Qualification,Withdrawn,261,4.0,25.0,56.0,0.0,0.0
DDD,2013J,126394,M,Wales,A Level or Equivalent,Pass,261,110.0,517.0,1884.0,1.0,84.42857142857143
DDD,2013J,126812,F,East Midlands Region,A Level or Equivalent,Pass,261,162.0,1006.0,2201.0,0.8571428571428571,57.833333333333336
DDD,2013J,127988,M,Yorkshire Region,A Level or Equivalent,Pass,261,30.0,136.0,186.0,0.7142857142857143,68.6
DDD,2013J,128656,F,North Region,A Level or Equivalent,Pass,261,16.0,151.0,386.0,0.7142857142857143,70.4
DDD,2013J,128965,M,South West Region,A Level or Equivalent,Pass,261,45.0,235.0,518.0,0.8571428571428571,68.16666666666667
DDD,2013J,130467,M,West Midlands Region,A Level or Equivalent,Pass,261,101.0,443.0,1224.0,1.0,65.71428571428571
DDD,2013J,130671,F,West Midlands Region,Lower Than A Level,Pass,261,89.0,359.0,980.0,0.7142857142857143,73.8
DDD,2013J,130837,M,Scotland,A Level or Equivalent,Fail,261,3.0,32.0,66.0,0.0,0.0
DDD,2013J,131222,M,South Region,A Level or Equivalent,Pass,261,134.0,743.0,2063.0,1.0,74.85714285714286
DDD,2013J,132401,M,Yorkshire Region,Lower Than A Level,Fail,261,61.0,395.0,996.0,0.7142857142857143,80.6
DDD,2013J,135385,F,East Anglian Region,A Level or Equivalent,Pass,261,132.0,817.0,2500.0,1.0,52.42857142857143
DDD,2013J,138709,M,North Region,Lower Than A Level,Withdrawn,261,5.0,58.0,187.0,0.0,0.0
DDD,2013J,138715,M,South East Region,A Level or Equivalent,Withdrawn,261,41.0,203.0,545.0,0.42857142857142855,73.33333333333333
DDD,2013J,139843,M,North Western Region,HE Qualification,Fail,261,13.0,57.0,127.0,0.2857142857142857,24.0
DDD,2013J,140807,F,East Anglian Region,A Level or Equivalent,Pass,261,127.0,796.0,2568.0,1.0,73.14285714285714
DDD,2013J,141301,M,West Midlands Region,Lower Than A Level,Withdrawn,261,39.0,183.0,392.0,0.14285714285714285,84.0
DDD,2013J,144895,M,East Anglian Region,A Level or Equivalent,Pass,261,99.0,555.0,1501.0,1.0,80.14285714285714
DDD,2013J,146485,M,North Region,Lower Than A Level,Fail,261,72.0,284.0,856.0,1.0,62.57142857142857
DDD,2013J,146666,F,East Anglian Region,HE Qualification,Fail,261,66.0,343.0,708.0,1.0,43.0
DDD,2013J,148008,M,North Western Region,A Level or Equivalent,Fail,261,54.0,209.0,529.0,0.5714285714285714,60.75
DDD,2013J,148515,F,Scotland,Lower Than A Level,Fail,261,3.0,13.0,28.0,0.0,0.0
DDD,2013J,156783,M,Yorkshire Region,Lower Than A Level,Pass,261,120.0,497.0,1101.0,1.0,72.42857142857143
DDD,2013J,157310,F,Yorkshire Region,Lower Than A Level,Pass,261,86.0,403.0,923.0,1.0,65.0
DDD,2013J,158611,M,East Midlands Region,HE Qualification,Pass,261,69.0,327.0,752.0,1.0,52.42857142857143
DDD,2013J,162337,F,West Midlands Region,Lower Than A Level,Fail,261,43.0,232.0,777.0,0.14285714285714285,65.0
DDD,2013J,164935,M,North Western Region,HE Qualification,Pass,261,69.0,364.0,673.0,1.0,74.57142857142857
DDD,2013J,165178,F,West Midlands Region,A Level or Equivalent,Withdrawn,261,21.0,142.0,395.0,0.14285714285714285,59.0
DDD,2013J,169079,M,West Midlands Region,A Level or Equivalent,Distinction,261,164.0,671.0,1832.0,1.0,94.42857142857143
DDD,2013J,169700,M,North Western Region,No Formal quals,Fail,261,3.0,18.0,32.0,0.0,0.0
DDD,2013J,173004,F,Ireland,HE Qualification,Fail,261,31.0,95.0,156.0,1.0,61.285714285714285
DDD,2013J,173370,M,South Region,Lower Than A Level,Pass,261,121.0,519.0,1350.0,1.0,63.42857142857143
DDD,2013J,177354,F,Wales,Lower Than A Level,Pass,261,68.0,307.0,923.0,1.0,87.85714285714286
DDD,2013J,178020,F,London Region,No Formal quals,Pass,261,69.0,537.0,1026.0,0.8571428571428571,61.0
DDD,2013J,179718,F,South East Region,HE Qualification,Fail,261,82.0,491.0,1197.0,0.42857142857142855,69.66666666666667
DDD,2013J,179904,M,North Western Region,A Level or Equivalent,Fail,261,26.0,331.0,620.0,0.42857142857142855,61.666666666666664
DDD,2013J,180651,M,Yorkshire Region,Lower Than A Level,Pass,261,84.0,505.0,890.0,1.0,85.42857142857143
DDD,2013J,184025,F,North Region,Lower Than A Level,Fail,261,7.0,43.0,112.0,0.0,0.0
DDD,2013J,185024,F,West Midlands Region,Lower Than A Level,Withdrawn,261,25.0,140.0,240.0,0.0,0.0
DDD,2013J,185127,M,London Region,A Level or Equivalent,Pass,261,51.0,278.0,462.0,0.8571428571428571,77.16666666666667
DDD,2013J,188875,M,Yorkshire Region,HE Qualification,Fail,261,9.0,96.0,203.0,0.14285714285714285,58.0
DDD,2013J,189624,M,West Midlands Region,A Level or Equivalent,Pass,261,141.0,629.0,1958.0,1.0,70.71428571428571
DDD,2013J,191445,M,South Region,Lower Than A Level,Fail,261,80.0,459.0,944.0,0.8571428571428571,60.5
DDD,2013J,202489,M,Yorkshire Region,Lower Than A Level,Withdrawn,261,29.0,235.0,513.0,0.14285714285714285,45.0
DDD,2013J,203066,F,North Region,A Level or Equivalent,Pass,261,105.0,621.0,1206.0,1.0,67.57142857142857
DDD,2013J,204182,M,South West Region,A Level or Equivalent,Pass,261,96.0,415.0,964.0,1.0,53.142857142857146
DDD,2013J,205417,M,West Midlands Region,Lower Than A Level,Withdrawn,261,31.0,125.0,286.0,0.0,0.0
DDD,2013J,227020,M,North Western Region,A Level or Equivalent,Fail,261,51.0,230.0,404.0,1.0,65.42857142857143
DDD,2013J,228695,M,East Midlands Region,A Level or Equivalent,Withdrawn,261,24.0,136.0,312.0,0.42857142857142855,66.33333333333333
DDD,2013J,228888,F,South Region,A Level or Equivalent,Pass,261,39.0,304.0,598.0,0.7142857142857143,81.6
DDD,2013J,230510,M,South Region,Lower Than A Level,Fail,261,11.0,47.0,167.0,0.2857142857142857,51.0
DDD,2013J,231572,M,South West Region,A Level or Equivalent,Pass,261,48.0,263.0,552.0,1.0,53.714285714285715
DDD,2013J,232078,M,Yorkshire Region,HE Qualification,Withdrawn,261,23.0,157.0,443.0,0.42857142857142855,32.333333333333336
DDD,2013J,234406,F,Scotland,HE Qualification,Pass,261,75.0,397.0,1016.0,1.0,66.14285714285714
DDD,2013J,234827,M,South Region,Lower Than A Level,Withdrawn,261,13.0,39.0,80.0,0.0,0.0
DDD,2013J,235777,M,London Region,A Level or Equivalent,Withdrawn,261,42.0,319.0,1055.0,0.2857142857142857,48.5
DDD,2013J,236150,F,Wales,HE Qualification,Withdrawn,261,10.0,90.0,198.0,0.0,0.0
DDD,2013J,236857,M,North Western Region,Lower Than A Level,Pass,261,51.0,344.0,699.0,1.0,68.71428571428571
DDD,2013J,236953,F,South East Region,A Level or Equivalent,Pass,261,138.0,649.0,1517.0,1.0,80.14285714285714
DDD,2013J,237418,F,London Region,A Level or Equivalent,Withdrawn,261,10.0,75.0,141.0,0.0,0.0
DDD,2013J,237506,M,North Western Region,Lower Than A Level,Fail,261,3.0,26.0,51.0,0.0,0.0
DDD,2013J,237602,F,South East Region,Lower Than A Level,Pass,261,110.0,605.0,1212.0,1.0,85.14285714285714
DDD,2013J,237808,M,East Anglian Region,Lower Than A Level,Fail,261,19.0,136.0,353.0,0.2857142857142857,56.0
DDD,2013J,238800,M,East Midlands Region,A Level or Equivalent,Fail,261,19.0,91.0,279.0,0.8571428571428571,31.666666666666668
DDD,2013J,238983,F,West Midlands Region,A Level or Equivalent,Pass,261,143.0,995.0,2978.0,1.0,79.71428571428571
DDD,2013J,242472,M,South Region,Lower Than A Level,Fail,261,55.0,328.0,1134.0,0.5714285714285714,72.0
DDD,2013J,243372,M,South West Region,A Level or Equivalent,Pass,261,122.0,772.0,2069.0,1.0,63.0
DDD,2013J,244738,M,London Region,A Level or Equivalent,Pass,261,105.0,714.0,1608.0,1.0,82.71428571428571
DDD,2013J,245653,F,Scotland,HE Qualification,Fail,261,12.0,74.0,177.0,0.14285714285714285,88.0
DDD,2013J,245946,M,Wales,HE Qualification,Pass,261,78.0,176.0,382.0,0.14285714285714285,84.0
DDD,2013J,248252,F,Yorkshire Region,HE Qualification,Withdrawn,261,12.0,68.0,239.0,0.14285714285714285,23.0
DDD,2013J,248695,F,North Western Region,A Level or Equivalent,Fail,261,80.0,339.0,968.0,1.0,47.142857142857146
DDD,2013J,248961,M,South Region,A Level or Equivalent,Pass,261,114.0,381.0,815.0,1.0,71.57142857142857
DDD,2013J,249704,M,North Western Region,A Level or Equivalent,Withdrawn,261,39.0,138.0,327.0,0.42857142857142855,40.333333333333336
DDD,2013J,250644,F,Scotland,HE Qualification,Withdrawn,261,41.0,181.0,370.0,0.2857142857142857,73.5
DDD,2013J,253579,M,North Region,A Level or Equivalent,Withdrawn,261,33.0,209.0,400.0,0.5714285714285714,38.25
DDD,2013J,255622,F,South Region,HE Qualification,Fail,261,10.0,62.0,96.0,0.0,0.0
DDD,2013J,257167,M,South Region,Lower Than A Level,Pass,261,191.0,780.0,1539.0,1.0,73.71428571428571
DDD,2013J,258010,M,South Region,Lower Than A Level,Pass,261,58.0,420.0,1096.0,0.8571428571428571,48.333333333333336
DDD,2013J,258042,F,South East Region,HE Qualification,Pass,261,187.0,766.0,1895.0,1.0,87.85714285714286
DDD,2013J,259060,F,North Region,Lower Than A Level,Pass,261,36.0,203.0,417.0,1.0,77.57142857142857
DDD,2013J,259951,F,South Region,A Level or Equivalent,Pass,261,29.0,149.0,283.0,0.8571428571428571,53.5
DDD,2013J,261495,F,South West Region,A Level or Equivalent,Withdrawn,261,173.0,1015.0,2229.0,0.5714285714285714,57.0
DDD,2013J,263524,F,Scotland,Lower Than A Level,Fail,261,9.0,17.0,49.0,0.42857142857142855,70.0
DDD,2013J,266286,F,South West Region,HE Qualification,Pass,261,99.0,796.0,2301.0,1.0,61.142857142857146
DDD,2013J,266558,M,Yorkshire Region,A Level or Equivalent,Pass,261,27.0,105.0,238.0,0.8571428571428571,60.666666666666664
DDD,2013J,267871,M,Yorkshire Region,A Level or Equivalent,Pass,261,46.0,249.0,662.0,1.0,60.857142857142854
DDD,2013J,268817,F,North Western Region,Lower Than A Level,Withdrawn,261,49.0,383.0,958.0,0.2857142857142857,76.0
DDD,2013J,269065,M,South Region,A Level or Equivalent,Withdrawn,261,38.0,176.0,436.0,0.14285714285714285,31.0
DDD,2013J,270393,F,East Anglian Region,Lower Than A Level,Pass,261,96.0,389.0,940.0,1.0,82.85714285714286
DDD,2013J,270493,F,South Region,Lower Than A Level,Fail,261,13.0,110.0,266.0,0.42857142857142855,67.0
DDD,2013J,271206,M,North Region,HE Qualification,Fail,261,13.0,61.0,158.0,0.2857142857142857,56.0
DDD,2013J,271526,M,South Region,HE Qualification,Pass,261,59.0,326.0,645.0,1.0,54.285714285714285
DDD,2013J,273106,M,East Midlands Region,Lower Than A Level,Fail,261,0.0,0.0,0.0,0.8571428571428571,50.666666666666664
DDD,2013J,274712,M,London Region,HE Qualification,Fail,261,10.0,42.0,86.0,0.5714285714285714,71.0
DDD,2013J,274964,M,East Midlands Region,Lower Than A Level,Fail,261,43.0,231.0,830.0,0.2857142857142857,77.0
DDD,2013J,275232,F,Wales,A Level or Equivalent,Pass,261,81.0,519.0,1451.0,1.0,70.28571428571429
DDD,2013J,276857,F,Wales,HE Qualification,Pass,261,102.0,554.0,1369.0,0.8571428571428571,60.333333333333336
DDD,2013J,277412,M,Wales,A Level or Equivalent,Fail,261,24.0,115.0,229.0,1.0,48.57142857142857
DDD,2013J,277596,M,South Region,Lower Than A Level,Pass,261,105.0,514.0,1163.0,1.0,62.42857142857143
DDD,2013J,277729,M,South West Region,A Level or Equivalent,Fail,261,57.0,196.0,395.0,0.5714285714285714,46.0
DDD,2013J,279868,F,Yorkshire Region,HE Qualification,Pass,261,37.0,193.0,355.0,0.8571428571428571,51.0
DDD,2013J,280541,F,East Midlands Region,A Level or Equivalent,Withdrawn,261,7.0,11.0,35.0,0.14285714285714285,64.0
DDD,2013J,282317,F,East Midlands Region,A Level or Equivalent,Pass,261,174.0,863.0,2475.0,1.0,85.42857142857143
DDD,2013J,283535,M,London Region,A Level or Equivalent,Withdrawn,261,40.0,133.0,300.0,0.42857142857142855,47.0
DDD,2013J,284540,F,South East Region,Lower Than A Level,Withdrawn,261,10.0,38.0,121.0,0.0,0.0
DDD,2013J,285085,M,South East Region,Lower Than A Level,Withdrawn,261,14.0,57.0,121.0,0.42857142857142855,19.666666666666668
DDD,2013J,285557,M,Scotland,A Level or Equivalent,Pass,261,49.0,322.0,701.0,1.0,54.857142857142854
DDD,2013J,286449,F,East Midlands Region,Lower Than A Level,Withdrawn,261,8.0,42.0,114.0,0.14285714285714285,55.0
DDD,2013J,286842,F,East Anglian Region,A Level or Equivalent,Pass,261,65.0,271.0,683.0,1.0,66.42857142857143
DDD,2013J,287783,F,Wales,HE Qualification,Distinction,261,109.0,458.0,981.0,1.0,88.85714285714286
DDD,2013J,289009,M,Yorkshire Region,HE Qualification,Pass,261,53.0,151.0,272.0,1.0,59.714285714285715
DDD,2013J,290371,F,London Region,A Level or Equivalent,Withdrawn,261,19.0,106.0,254.0,0.14285714285714285,36.0
DDD,2013J,292694,F,Yorkshire Region,A Level or Equivalent,Fail,261,87.0,353.0,776.0,1.0,68.0
DDD,2013J,293853,F,East Anglian Region,A Level or Equivalent,Pass,261,30.0,146.0,395.0,1.0,64.14285714285714
DDD,2013J,294364,M,West Midlands Region,Lower Than A Level,Fail,261,73.0,537.0,1779.0,0.8571428571428571,79.16666666666667
DDD,2013J,296849,F,North Western Region,A Level or Equivalent,Withdrawn,261,5.0,8.0,10.0,0.0,0.0
DDD,2013J,298402,M,West Midlands Region,Lower Than A Level,Pass,261,193.0,951.0,3123.0,1.0,75.85714285714286
DDD,2013J,298911,F,Scotland,Lower Than A Level,Withdrawn,261,6.0,42.0,82.0,0.0,0.0
DDD,2013J,299473,M,East Midlands Region,Lower Than A Level,Fail,261,124.0,503.0,1129.0,1.0,43.42857142857143
DDD,2013J,303582,F,North Western Region,A Level or Equivalent,Pass,261,44.0,195.0,429.0,0.8571428571428571,66.5
DDD,2013J,305535,M,West Midlands Region,A Level or Equivalent,Pass,261,18.0,79.0,143.0,1.0,66.85714285714286
DDD,2013J,305702,F,London Region,A Level or Equivalent,Withdrawn,261,18.0,109.0,173.0,0.42857142857142855,52.0
DDD,2013J,307932,M,Scotland,HE Qualification,Fail,261,10.0,22.0,29.0,0.14285714285714285,19.0
DDD,2013J,308231,M,North Western Region,Lower Than A Level,Fail,261,30.0,128.0,370.0,0.2857142857142857,54.0
DDD,2013J,308707,F,South West Region,Lower Than A Level,Withdrawn,261,39.0,187.0,500.0,0.42857142857142855,58.666666666666664
DDD,2013J,309258,M,South West Region,HE Qualification,Withdrawn,261,10.0,90.0,173.0,0.0,0.0
DDD,2013J,311117,M,Scotland,A Level or Equivalent,Withdrawn,261,19.0,167.0,421.0,0.0,0.0
DDD,2013J,311474,M,South West Region,Lower Than A Level,Withdrawn,261,15.0,48.0,99.0,0.2857142857142857,37.5
DDD,2013J,311877,F,South West Region,Lower Than A Level,Withdrawn,261,74.0,338.0,718.0,0.5714285714285714,43.25
DDD,2013J,314956,M,South East Region,A Level or Equivalent,Pass,261,68.0,265.0,654.0,1.0,81.42857142857143
DDD,2013J,315388,M,South East Region,A Level or Equivalent,Withdrawn,261,9.0,69.0,165.0,0.14285714285714285,62.0
DDD,2013J,315517,F,Yorkshire Region,Lower Than A Level,Withdrawn,261,21.0,190.0,419.0,0.0,0.0
DDD,2013J,315625,M,South East Region,A Level or Equivalent,Pass,261,44.0,190.0,717.0,1.0,66.57142857142857
DDD,2013J,315730,M,South West Region,A Level or Equivalent,Pass,261,88.0,508.0,1753.0,1.0,80.0
DDD,2013J,315909,F,East Anglian Region,Lower Than A Level,Fail,261,38.0,142.0,421.0,0.8571428571428571,49.833333333333336
DDD,2013J,317096,F,London Region,A Level or Equivalent,Pass,261,88.0,458.0,810.0,1.0,46.42857142857143
DDD,2013J,318794,F,North Western Region,Lower Than A Level,Pass,261,56.0,312.0,954.0,1.0,71.0
DDD,2013J,318977,M,South West Region,Lower Than A Level,Fail,261,20.0,117.0,281.0,0.14285714285714285,58.0
DDD,2013J,320963,M,Ireland,A Level or Equivalent,Pass,261,71.0,289.0,866.0,1.0,50.714285714285715
DDD,2013J,325497,F,South West Region,A Level or Equivalent,Fail,261,112.0,590.0,1411.0,1.0,52.142857142857146
DDD,2013J,328173,F,Scotland,Lower Than A Level,Withdrawn,261,77.0,338.0,750.0,0.5714285714285714,57.0
DDD,2013J,331315,M,East Midlands Region,A Level or Equivalent,Pass,261,109.0,620.0,1271.0,1.0,71.0
DDD,2013J,332309,M,North Western Region,A Level or Equivalent,Pass,261,133.0,573.0,1398.0,0.8571428571428571,67.66666666666667
DDD,2013J,332436,M,South Region,Lower Than A Level,Pass,261,149.0,865.0,2098.0,1.0,87.71428571428571
DDD,2013J,332726,F,South East Region,Lower Than A Level,Fail,261,88.0,363.0,951.0,1.0,46.42857142857143
DDD,2013J,333155,M,North Western Region,Lower Than A Level,Fail,261,2.0,2.0,3.0,0.0,0.0
DDD,2013J,334255,F,Scotland,HE Qualification,Pass,261,58.0,377.0,1033.0,1.0,46.857142857142854
DDD,2013J,335018,F,London Region,Lower Than A Level,Withdrawn,261,22.0,102.0,175.0,0.7142857142857143,48.6
DDD,2013J,335405,M,East Anglian Region,A Level or Equivalent,Distinction,261,150.0,907.0,2032.0,1.0,86.85714285714286
DDD,2013J,338034,M,South West Region,A Level or Equivalent,Fail,261,73.0,467.0,1082.0,1.0,62.285714285714285
DDD,2013J,339739,F,South Region,Lower Than A Level,Fail,261,98.0,469.0,853.0,0.8571428571428571,81.0
DDD,2013J,339924,M,North Western Region,No Formal quals,Fail,261,29.0,106.0,265.0,0.42857142857142855,38.666666666666664
DDD,2013J,341854,M,Wales,HE Qualification,Fail,261,24.0,222.0,554.0,0.5714285714285714,90.25
DDD,2013J,341855,F,North Western Region,Lower Than A Level,Withdrawn,261,37.0,228.0,698.0,0.8571428571428571,29.166666666666668
DDD,2013J,342100,M,East Anglian Region,Lower Than A Level,Pass,261,146.0,855.0,2004.0,0.8571428571428571,84.5
DDD,2013J,342387,F,London Region,A Level or Equivalent,Fail,261,61.0,411.0,1440.0,1.0,65.14285714285714
DDD,2013J,342483,M,Scotland,A Level or Equivalent,Withdrawn,261,73.0,384.0,771.0,0.42857142857142855,77.66666666666667
DDD,2013J,342697,F,South West Region,A Level or Equivalent,Withdrawn,261,10.0,64.0,185.0,0.14285714285714285,46.0
DDD,2013J,342949,M,East Anglian Region,A Level or Equivalent,Fail,261,55.0,216.0,422.0,1.0,54.0
DDD,2013J,343238,F,North Western Region,Lower Than A Level,Pass,261,107.0,411.0,1582.0,1.0,49.285714285714285
DDD,2013J,343781,F,South Region,Post Graduate Qualification,Distinction,261,106.0,631.0,1674.0,1.0,89.85714285714286
DDD,2013J,343911,M,West Midlands Region,A Level or Equivalent,Fail,261,122.0,768.0,2086.0,1.0,59.857142857142854
DDD,2013J,344474,M,South West Region,A Level or Equivalent,Fail,261,32.0,178.0,556.0,0.42857142857142855,64.33333333333333
DDD,2013J,346333,F,South East Region,Lower Than A Level,Pass,261,166.0,804.0,1591.0,1.0,80.42857142857143
DDD,2013J,348050,M,London Region,A Level or Equivalent,Pass,261,35.0,232.0,526.0,1.0,84.42857142857143
DDD,2013J,348547,M,North Western Region,No Formal quals,Withdrawn,261,45.0,168.0,369.0,0.2857142857142857,81.0
DDD,2013J,349182,M,West Midlands Region,A Level or Equivalent,Fail,261,12.0,56.0,130.0,0.0,0.0
DDD,2013J,349710,M,South Region,Lower Than A Level,Withdrawn,261,12.0,55.0,86.0,0.14285714285714285,71.0
DDD,2013J,350164,M,Scotland,Lower Than A Level,Withdrawn,261,12.0,72.0,190.0,0.0,0.0
DDD,2013J,350644,M,London Region,A Level or Equivalent,Fail,261,54.0,109.0,274.0,0.42857142857142855,69.0
DDD,2013J,350929,F,London Region,A Level or Equivalent,Distinction,261,77.0,316.0,566.0,1.0,85.71428571428571
DDD,2013J,350949,F,East Anglian Region,HE Qualification,Withdrawn,261,59.0,321.0,712.0,0.42857142857142855,74.66666666666667
DDD,2013J,352051,F,North Western Region,Lower Than A Level,Pass,261,14.0,49.0,72.0,1.0,67.85714285714286
DDD,2013J,352641,F,East Midlands Region,Lower Than A Level,Withdrawn,261,11.0,61.0,180.0,0.0,0.0
DDD,2013J,352771,F,Yorkshire Region,A Level or Equivalent,Pass,261,69.0,382.0,943.0,1.0,81.57142857142857
DDD,2013J,356274,M,Scotland,A Level or Equivalent,Fail,261,13.0,51.0,91.0,0.0,0.0
DDD,2013J,358504,F,London Region,A Level or Equivalent,Pass,261,169.0,1008.0,2290.0,1.0,86.85714285714286
DDD,2013J,359855,F,West Midlands Region,A Level or Equivalent,Withdrawn,261,45.0,264.0,626.0,0.7142857142857143,76.8
DDD,2013J,359943,M,South Region,A Level or Equivalent,Pass,261,33.0,177.0,514.0,1.0,72.85714285714286
DDD,2013J,361243,F,South Region,Lower Than A Level,Pass,261,32.0,198.0,439.0,1.0,67.0
DDD,2013J,361282,M,Wales,Lower Than A Level,Fail,261,4.0,16.0,29.0,0.42857142857142855,71.33333333333333
DDD,2013J,361889,F,Wales,Lower Than A Level,Withdrawn,261,39.0,194.0,521.0,0.2857142857142857,73.0
DDD,2013J,362647,M,North Region,A Level or Equivalent,Fail,261,30.0,119.0,302.0,0.14285714285714285,65.0
DDD,2013J,363990,F,London Region,A Level or Equivalent,Fail,261,11.0,50.0,90.0,0.14285714285714285,29.0
DDD,2013J,364239,M,East Midlands Region,Lower Than A Level,Pass,261,163.0,791.0,2152.0,1.0,82.57142857142857
DDD,2013J,364547,M,South Region,A Level or Equivalent,Pass,261,116.0,546.0,1466.0,1.0,75.0
DDD,2013J,364770,M,North Western Region,Lower Than A Level,Pass,261,89.0,452.0,908.0,0.7142857142857143,75.0
DDD,2013J,365239,F,South Region,A Level or Equivalent,Withdrawn,261,40.0,142.0,401.0,0.0,0.0
DDD,2013J,365893,M,North Western Region,A Level or Equivalent,Withdrawn,261,17.0,99.0,194.0,0.2857142857142857,52.5
DDD,2013J,365939,F,Wales,Lower Than A Level,Fail,261,8.0,59.0,192.0,0.0,0.0
DDD,2013J,366267,F,North Region,Lower Than A Level,Withdrawn,261,4.0,19.0,33.0,0.2857142857142857,56.5
DDD,2013J,366449,M,East Anglian Region,A Level or Equivalent,Pass,261,44.0,183.0,546.0,1.0,79.85714285714286
DDD,2013J,366535,F,Wales,A Level or Equivalent,Withdrawn,261,3.0,5.0,14.0,0.0,0.0
DDD,2013J,366987,M,Yorkshire Region,A Level or Equivalent,Pass,261,57.0,271.0,543.0,0.8571428571428571,77.33333333333333
DDD,2013J,368106,M,Yorkshire Region,Lower Than A Level,Fail,261,15.0,85.0,140.0,0.2857142857142857,43.5
DDD,2013J,369319,M,East Anglian Region,Lower Than A Level,Pass,261,82.0,582.0,1627.0,0.8571428571428571,61.5
DDD,2013J,370294,F,West Midlands Region,A Level or Equivalent,Fail,261,19.0,127.0,352.0,0.2857142857142857,92.5
DDD,2013J,370336,M,East Midlands Region,Lower Than A Level,Withdrawn,261,3.0,9.0,20.0,0.0,0.0
DDD,2013J,370367,F,East Anglian Region,HE Qualification,Withdrawn,261,77.0,494.0,1234.0,0.5714285714285714,63.0
DDD,2013J,373237,F,East Midlands Region,Lower Than A Level,Fail,261,82.0,562.0,1006.0,1.0,42.142857142857146
DDD,2013J,373280,M,South West Region,A Level or Equivalent,Withdrawn,261,55.0,228.0,811.0,0.5714285714285714,69.25
DDD,2013J,374636,M,Ireland,A Level or Equivalent,Pass,261,54.0,250.0,638.0,1.0,74.28571428571429
DDD,2013J,378825,M,South West Region,A Level or Equivalent,Pass,261,148.0,925.0,1811.0,0.8571428571428571,66.16666666666667
DDD,2013J,379023,F,East Midlands Region,HE Qualification,Fail,261,70.0,289.0,830.0,0.8571428571428571,55.333333333333336
DDD,2013J,379124,F,London Region,A Level or Equivalent,Pass,261,122.0,642.0,1191.0,0.7142857142857143,71.4
DDD,2013J,380138,F,North Region,Lower Than A Level,Fail,261,25.0,130.0,536.0,0.2857142857142857,45.5
DDD,2013J,380239,M,North Western Region,A Level or Equivalent,Pass,261,124.0,632.0,1196.0,1.0,78.57142857142857
DDD,2013J,380253,F,East Anglian Region,Post Graduate Qualification,Pass,261,123.0,853.0,2081.0,1.0,71.71428571428571
DDD,2013J,380429,F,Scotland,HE Qualification,Pass,261,63.0,381.0,1073.0,1.0,88.14285714285714
DDD,2013J,380662,M,East Anglian Region,A Level or Equivalent,Pass,261,95.0,268.0,519.0,1.0,62.857142857142854
DDD,2013J,381539,M,West Midlands Region,No Formal quals,Withdrawn,261,37.0,94.0,208.0,0.42857142857142855,62.666666666666664
DDD,2013J,382378,M,Scotland,A Level or Equivalent,Pass,261,63.0,392.0,951.0,1.0,61.857142857142854
DDD,2013J,382742,M,North Western Region,A Level or Equivalent,Fail,261,38.0,97.0,269.0,0.42857142857142855,46.0
DDD,2013J,382879,M,Wales,HE Qualification,Fail,261,5.0,28.0,57.0,0.0,0.0
DDD,2013J,383694,F,South West Region,Lower Than A Level,Pass,261,99.0,683.0,1194.0,1.0,84.14285714285714
DDD,2013J,383785,F,London Region,A Level or Equivalent,Withdrawn,261,19.0,121.0,274.0,0.14285714285714285,42.0
DDD,2013J,383978,M,Scotland,A Level or Equivalent,Pass,261,45.0,219.0,627.0,1.0,49.714285714285715
DDD,2013J,384153,F,Yorkshire Region,Lower Than A Level,Withdrawn,261,57.0,327.0,807.0,0.5714285714285714,50.25
DDD,2013J,384999,F,London Region,HE Qualification,Withdrawn,261,83.0,475.0,1135.0,0.5714285714285714,76.0
DDD,2013J,385218,M,Wales,A Level or Equivalent,Fail,261,58.0,220.0,705.0,0.5714285714285714,63.75
DDD,2013J,385495,M,East Anglian Region,A Level or Equivalent,Withdrawn,261,29.0,258.0,730.0,0.2857142857142857,83.0
DDD,2013J,385937,M,South Region,Lower Than A Level,Pass,261,207.0,1067.0,3263.0,1.0,84.28571428571429
DDD,2013J,387359,M,South East Region,Lower Than A Level,Withdrawn,261,75.0,339.0,903.0,0.42857142857142855,75.33333333333333
DDD,2013J,389025,M,East Anglian Region,A Level or Equivalent,Fail,261,63.0,254.0,776.0,0.7142857142857143,60.2
DDD,2013J,389362,F,South West Region,Lower Than A Level,Fail,261,89.0,453.0,1436.0,0.8571428571428571,52.333333333333336
DDD,2013J,389639,M,Scotland,HE Qualification,Pass,261,75.0,345.0,1024.0,1.0,85.28571428571429
DDD,2013J,390029,M,Wales,A Level or Equivalent,Pass,261,88.0,675.0,1466.0,0.7142857142857143,75.4
DDD,2013J,390556,M,London Region,Post Graduate Qualification,Withdrawn,261,39.0,142.0,277.0,0.7142857142857143,74.2
